Robert,Radloff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct 11 2021,2:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time(min),Line TC Setpoint(C),Line TC(C),Line Heater(%),Vaporizer TC(C),Vaporizer HeaterTC(C),Vaporizer Heater(%),Vaporizer Scale(lb),Vaporization(lb/h),Powder Feed Setpoint(g/h),Powder Scale(g),Powder Rate(g/h),Chamber TC Setpoint(C),Chamber TC1(C),Chamber TC2(C),Chamber Heater(%),MFC#0,MFC#1,MFC#2,MFC#3,ArMFC#1,ArMFC#2,ArMFC#3,XFMR Status,Vaccum Pump Outlet TC(C),Vaccum Pump Intlet TC(C),Inlet Valve Open,Inlet Valve Closed,Outlet Valve Open,Outlet Valve Closed,MKS Press/Pos,MKS Set Point,MKS Pressure(Torr),MKS Position(degrees),Injector TC(C),HG-412,HG-414,HG-416,PG-412,PG-414,PG-416,HG-418,MTS-414,HG-419,MH-481,MTS-420,Vibrator,Vibrator2,Bell Jar Press(Torr),Exhaust Press(Torr),Run-Time(min),Sub Run-Time(min)
2788,-17.778,-17.778,0,23.553,85.559,42.276,252.7,7.083,0,9990000,0,1410,1410.376,1416.396,57.289,6.919,17.906,36.884,0,0,19.71,1.169,1,0,0,1,0,1,1,0,0,300,293.914,7.424,0,1,1,1,0,1,0,0,1,1,1,1,0,232.529,758.395,2723.7,1712.85
2789,-17.778,-17.778,0,23.691,85.464,42.862,252.6,6.88,0,9990000,0,1410,1410.358,1416.207,57.34,6.935,17.903,36.968,0,0,19.695,1.224,1,0,0,1,0,1,1,0,0,300,293.819,7.353,0,1,1,1,0,1,0,0,1,1,1,1,0,232.759,758.277,2724.717,1713.867
2790,-17.778,-17.778,0,23.694,85.363,40.311,252.6,7.617,0,9990000,0,1410,1410.43,1416.042,57.294,6.957,17.9,37.062,0,0,19.695,1.287,1,0,0,1,0,1,1,0,0,300,293.932,7.365,0,1,1,1,0,1,0,0,1,1,1,1,0,232.723,758.505,2725.733,1714.883
2791,-17.778,-17.778,0,23.509,85.205,41.969,252.6,7.082,0,9990000,0,1410,1409.592,1416.127,57.501,6.914,17.925,36.951,0,0,19.755,1.338,1,0,0,1,0,1,1,0,0,300,293.839,7.363,0,1,1,1,0,1,0,0,1,1,1,1,0,232.783,758.5,2726.733,1715.883
2792,-17.778,-17.778,0,23.543,85.102,38.884,252.6,8.047,0,9990000,0,1410,1409.908,1416.347,57.429,6.941,17.929,36.906,0,0,19.783,1.328,1,0,0,1,0,1,1,0,0,300,293.886,7.356,0,1,1,1,0,1,0,0,1,1,1,1,0,233.264,758.401,2727.733,1716.883
2793,-17.778,-17.778,0,23.555,85.003,44.008,252.7,6.466,0,9990000,0,1410,1409.568,1416.217,57.58,6.937,17.923,36.964,0,0,19.759,1.34,1,0,0,1,0,1,1,0,0,300,293.961,7.399,0,1,1,1,0,1,0,0,1,1,1,1,0,232.64,758.381,2728.75,1717.9
2794,-17.778,-17.778,0,23.537,84.883,39.374,252.6,7.84,0,9990000,0,1410,1410.422,1416.563,57.29,6.939,17.914,36.809,0,0,19.732,1.164,1,0,0,1,0,1,1,0,0,300,293.891,7.366,0,1,1,1,0,1,0,0,1,1,1,1,0,232.492,758.198,2729.75,1718.9
2795,-17.778,-17.778,0,23.605,84.72,39.83,252.6,7.613,0,9990000,0,1410,1410.32,1416.413,57.224,6.917,17.913,36.796,0,0,19.728,1.164,1,0,0,1,0,1,1,0,0,300,293.975,7.401,0,1,1,1,0,1,0,0,1,1,1,1,0,232.783,758.096,2730.75,1719.9
2797,-17.778,-17.778,0,23.553,84.766,41.581,252.6,7.041,0,9990000,0,1410,1410.282,1416.388,57.286,6.928,17.903,36.949,0,0,19.705,1.193,1,0,0,1,0,1,1,0,0,300,294.024,7.387,0,1,1,1,0,1,0,0,1,1,1,1,0,232.65,758.289,2731.767,1720.917
2798,-17.778,-17.778,0,23.509,84.698,41.323,252.6,7.084,0,9990000,0,1410,1410.01,1416.554,57.393,6.94,17.924,36.782,0,0,19.761,1.205,1,0,0,1,0,1,1,0,0,300,293.931,7.415,0,1,1,1,0,1,0,0,1,1,1,1,0,232.752,758.296,2732.783,1721.933
2799,-17.778,-17.778,0,23.653,84.604,41.517,252.6,7.027,0,9990000,0,1410,1410.278,1416.323,57.305,6.914,17.898,36.973,0,0,19.694,1.226,1,0,0,1,0,1,1,0,0,300,293.873,7.403,0,1,1,1,0,1,0,0,1,1,1,1,0,232.643,758.168,2733.783,1722.933
2800,-17.778,-17.778,0,23.588,84.602,41.8,252.6,6.936,0,9990000,0,1410,1410.278,1415.967,57.239,6.936,17.9,37.078,0,0,19.705,1.317,1,0,0,1,0,1,1,0,0,300,293.991,7.355,0,1,1,1,0,1,0,0,1,1,1,1,0,232.786,758.577,2734.783,1723.933
2801,-17.778,-17.778,0,23.6,84.594,41.8,252.6,6.924,0,9990000,0,1410,1410.422,1416.08,57.207,6.924,17.903,36.954,0,0,19.701,1.21,1,0,0,1,0,1,1,0,0,300,294.018,7.366,0,1,1,1,0,1,0,0,1,1,1,1,0,232.681,758.352,2735.783,1724.933
2802,-17.778,-17.778,0,23.641,84.67,41.8,252.6,6.95,0,9990000,0,1410,1409.899,1416.579,57.329,6.95,17.903,37.065,0,0,19.709,1.337,1,0,0,1,0,1,1,0,0,300,294.005,7.367,0,1,1,1,0,1,0,0,1,1,1,1,0,232.78,758.678,2736.783,1725.933
2803,-17.778,-17.778,0,23.487,84.57,41.8,252.6,6.919,0,9990000,0,1410,1410.195,1416.511,57.268,6.919,17.904,36.975,0,0,19.694,1.208,1,0,0,1,0,1,1,0,0,300,293.948,7.396,0,1,1,1,0,1,0,0,1,1,1,1,0,232.628,758.236,2737.783,1726.933
2804,-17.778,-17.778,0,23.65,84.615,41.8,252.6,6.919,0,9990000,0,1410,1410.245,1416.794,57.271,6.919,17.904,36.886,0,0,19.718,1.17,1,0,0,1,0,1,1,0,0,300,293.884,7.358,0,1,1,1,0,1,0,0,1,1,1,1,0,232.869,758.285,2738.783,1727.933
2805,-17.778,-17.778,0,23.669,84.699,42.542,252.6,6.674,0,9990000,0,1410,1410.113,1416.74,57.2,6.91,17.926,36.786,0,0,19.753,1.197,1,0,0,1,0,1,1,0,0,300,293.907,7.362,0,1,1,1,0,1,0,0,1,1,1,1,0,232.757,758.324,2739.783,1728.933
2806,-17.778,-17.778,0,23.592,84.708,42.125,252.6,6.838,0,9990000,0,1410,1409.568,1416.574,57.386,6.91,17.934,36.844,0,0,19.778,1.31,1,0,0,1,0,1,1,0,0,300,293.99,7.361,0,1,1,1,0,1,0,0,1,1,1,1,0,232.645,758.512,2740.8,1729.95
2807,-17.778,-17.778,0,23.68,84.659,41.26,252.6,7.192,0,9990000,0,1410,1409.401,1417.164,57.454,6.933,17.932,36.811,0,0,19.789,1.263,1,0,0,1,0,1,1,0,0,300,293.987,7.327,0,1,1,1,0,1,0,0,1,1,1,1,0,232.535,758.546,2741.817,1730.967
2808,-17.778,-17.778,0,23.65,84.731,41.8,252.6,6.937,0,9990000,0,1410,1410.37,1416.401,57.159,6.937,17.9,36.973,0,0,19.704,1.225,1,0,0,1,0,1,1,0,0,300,294.057,7.356,0,1,1,1,0,1,0,0,1,1,1,1,0,232.97,758.631,2742.817,1731.967
2809,-17.778,-17.778,0,23.682,84.795,43.283,252.6,6.439,0,9990000,0,1410,1410.081,1416.382,57.277,6.91,17.905,37.069,0,0,19.722,1.341,1,0,0,1,0,1,1,0,0,300,294.028,7.36,0,1,1,1,0,1,0,0,1,1,1,1,0,233.021,758.869,2743.817,1732.967
2810,-17.778,-17.778,0,23.75,84.656,42.48,252.6,6.731,0,9990000,0,1410,1409.959,1416.663,57.275,6.915,17.915,36.791,0,0,19.731,1.167,1,0,0,1,0,1,1,0,0,300,294.088,7.363,0,1,1,1,0,1,0,0,1,1,1,1,0,233.039,758.228,2744.817,1733.967
2811,-17.778,-17.778,0,23.629,84.647,41.66,252.6,7.006,0,9990000,0,1410,1410.327,1416.325,57.204,6.929,17.907,36.857,0,0,19.711,1.163,1,0,0,1,0,1,1,0,0,300,294.108,7.358,0,1,1,1,0,1,0,0,1,1,1,1,0,232.826,758.3,2745.833,1734.983
2812,-17.778,-17.778,0,23.727,84.75,41.275,252.6,7.151,0,9990000,0,1410,1409.973,1416.132,57.321,6.931,17.901,37.101,0,0,19.708,1.31,1,0,0,1,0,1,1,0,0,300,294.011,7.324,0,1,1,1,0,1,0,0,1,1,1,1,0,233.177,758.91,2746.833,1735.983
2813,-17.778,-17.778,0,23.55,84.708,41.203,252.6,7.149,0,9990000,0,1410,1409.986,1416.415,57.333,6.934,17.903,37.084,0,0,19.707,1.315,1,0,0,1,0,1,1,0,0,300,294.02,7.383,0,1,1,1,0,1,0,0,1,1,1,1,0,233.088,759.108,2747.85,1737
2814,-17.778,-17.778,0,23.67,84.789,44.794,252.6,6,0,9990000,0,1410,1409.767,1416.494,57.417,6.932,17.925,36.937,0,0,19.763,1.336,1,0,0,1,0,1,1,0,0,300,294.033,7.356,0,1,1,1,0,1,0,0,1,1,1,1,0,232.85,758.736,2748.85,1738
2815,-17.778,-17.778,0,23.491,84.795,40.151,252.6,7.547,0,9990000,0,1410,1409.833,1416.132,57.402,6.918,17.933,36.797,0,0,19.773,1.247,1,0,0,1,0,1,1,0,0,300,294.144,7.353,0,1,1,1,0,1,0,0,1,1,1,1,0,232.843,758.486,2749.867,1739.017
2816,-17.778,-17.778,0,23.639,84.644,39.883,252.6,7.582,0,9990000,0,1410,1409.906,1415.397,57.407,6.936,17.906,37.082,0,0,19.714,1.335,1,0,0,1,0,1,1,0,0,300,294.224,7.397,0,1,1,1,0,1,0,0,1,1,1,1,0,232.729,758.718,2750.867,1740.017
2817,-17.778,-17.778,0,23.699,84.551,42.223,252.6,6.796,0,9990000,0,1410,1409.644,1416.712,57.54,6.919,17.928,36.806,0,0,19.764,1.212,1,0,0,1,0,1,1,0,0,300,294.275,7.392,0,1,1,1,0,1,0,0,1,1,1,1,0,232.963,758.675,2751.883,1741.033
2818,-17.778,-17.778,0,23.5,84.724,41.832,252.6,6.952,0,9990000,0,1410,1409.486,1416.261,57.621,6.932,17.929,36.877,0,0,19.79,1.317,1,0,0,1,0,1,1,0,0,300,294.246,7.342,0,1,1,1,0,1,0,0,1,1,1,1,0,233.209,758.607,2752.883,1742.033
2819,-17.778,-17.778,0,23.63,84.764,43.872,252.6,6.257,0,9990000,0,1410,1409.821,1416.687,57.548,6.913,17.927,36.784,0,0,19.761,1.21,1,0,0,1,0,1,1,0,0,300,294.256,7.402,0,1,1,1,0,1,0,0,1,1,1,1,0,232.853,758.535,2753.883,1743.033
2820,-17.778,-17.778,0,23.658,84.745,41.706,252.6,7.016,0,9990000,0,1410,1409.777,1416.629,57.584,6.914,17.925,36.796,0,0,19.758,1.204,1,0,0,1,0,1,1,0,0,300,294.174,7.325,0,1,1,1,0,1,0,0,1,1,1,1,0,232.944,758.368,2754.883,1744.033
2821,-17.778,-17.778,0,23.553,84.74,42.154,252.7,6.963,0,9990000,0,1410,1410.589,1416.039,57.303,6.936,17.901,37.025,0,0,19.685,1.246,1,0,0,1,0,1,1,0,0,300,294.18,7.313,0,1,1,1,0,1,0,0,1,1,1,1,0,232.675,758.391,2755.883,1745.033
2822,-17.778,-17.778,0,23.592,84.773,41.685,252.6,7.017,0,9990000,0,1410,1409.863,1416.18,57.463,6.935,17.911,37.051,0,0,19.734,1.347,1,0,0,1,0,1,1,0,0,300,294.227,7.378,0,1,1,1,0,1,0,0,1,1,1,1,0,233.229,758.72,2756.883,1746.033
2823,-17.778,-17.778,0,23.65,84.806,42.304,252.6,6.827,0,9990000,0,1410,1410.219,1416.121,57.388,6.93,17.899,38.026,0,0,19.693,1.252,1,0,0,1,0,1,1,0,0,300,294.218,7.39,0,1,1,1,0,1,0,0,1,1,1,1,0,232.923,758.422,2757.883,1747.033
2824,-17.778,-17.778,0,23.46,84.79,40.963,252.6,7.246,0,9990000,0,1410,1409.758,1416.465,57.541,6.918,17.93,37.907,0,0,19.778,1.324,1,0,0,1,0,1,1,0,0,300,294.189,7.307,0,1,1,1,0,1,0,0,1,1,1,1,0,232.972,758.469,2758.883,1748.033
2825,-17.778,-17.778,0,23.605,84.671,42.22,252.6,6.81,0,9990000,0,1410,1409.981,1416.462,57.416,6.913,17.907,37.761,0,0,19.729,1.162,1,0,0,1,0,1,1,0,0,300,294.207,7.357,0,1,1,1,0,1,0,0,1,1,1,1,0,233.179,758.35,2759.883,1749.033
2826,-17.778,-17.778,0,23.64,84.764,41.918,252.6,6.879,0,9990000,0,1410,1409.286,1416.401,57.663,6.92,17.932,37.886,0,0,19.778,1.318,1,0,0,1,0,1,1,0,0,300,294.26,7.384,0,1,1,1,0,1,0,0,1,1,1,1,0,232.846,758.511,2760.883,1750.033
2827,-17.778,-17.778,0,23.542,84.832,42.5,252.6,6.759,0,9990000,0,1410,1409.736,1416.937,57.565,6.943,17.924,37.984,0,0,19.769,1.339,1,0,0,1,0,1,1,0,0,300,294.195,7.33,0,1,1,1,0,1,0,0,1,1,1,1,0,233.051,758.612,2761.883,1751.033
2828,-17.778,-17.778,0,23.568,84.788,40.97,252.6,7.257,0,9990000,0,1410,1409.573,1416.49,57.585,6.95,17.905,38.077,0,0,19.712,1.331,1,0,0,1,0,1,1,0,0,300,294.206,7.392,0,1,1,1,0,1,0,0,1,1,1,1,0,232.844,758.731,2762.883,1752.033
2829,-17.778,-17.778,0,23.518,84.693,40.688,252.6,7.322,0,9990000,0,1410,1410.646,1416.275,57.281,6.954,17.897,38.064,0,0,19.689,1.281,1,0,0,1,0,1,1,0,0,300,294.28,7.418,0,1,1,1,0,1,0,0,1,1,1,1,0,232.973,758.775,2763.883,1753.033
2830,-17.778,-17.778,0,23.639,84.721,42.513,252.6,6.694,0,9990000,0,1410,1410.123,1416.091,57.427,6.919,17.899,38.066,0,0,19.701,1.286,1,0,0,1,0,1,1,0,0,300,294.18,7.335,0,1,1,1,0,1,0,0,1,1,1,1,0,232.933,758.646,2764.883,1754.033
2831,-17.778,-17.778,0,23.351,84.719,41.612,252.6,7.01,0,9990000,0,1410,1409.596,1416.832,57.619,6.928,17.935,37.859,0,0,19.785,1.303,1,0,0,1,0,1,1,0,0,300,294.185,7.35,0,1,1,1,0,1,0,0,1,1,1,1,0,233.277,758.858,2765.883,1755.033
2832,-17.778,-17.778,0,23.416,84.721,42.302,252.6,6.838,0,9990000,0,1410,1409.581,1416.24,57.671,6.927,17.925,37.972,0,0,19.774,1.338,1,0,0,1,0,1,1,0,0,300,294.104,7.372,0,1,1,1,0,1,0,0,1,1,1,1,0,232.945,758.793,2766.883,1756.033
2833,-17.778,-17.778,0,23.516,84.762,41.485,252.6,7.074,0,9990000,0,1410,1409.775,1416.532,57.641,6.951,17.911,38.039,0,0,19.732,1.347,1,0,0,1,0,1,1,0,0,300,294.117,7.387,0,1,1,1,0,1,0,0,1,1,1,1,0,233.019,759.009,2767.883,1757.033
2834,-17.778,-17.778,0,23.448,84.664,42.738,252.6,6.617,0,9990000,0,1410,1410.159,1416.692,57.537,6.924,17.927,37.812,0,0,19.774,1.225,1,0,0,1,0,1,1,0,0,300,294.124,7.377,0,1,1,1,0,1,0,0,1,1,1,1,0,232.646,758.538,2768.883,1758.033
2835,-17.778,-17.778,0,23.513,84.711,41.862,252.6,6.93,0,9990000,0,1410,1410.424,1416.152,57.409,6.93,17.901,37.97,0,0,19.702,1.21,1,0,0,1,0,1,1,0,0,300,294.081,7.356,0,1,1,1,0,1,0,0,1,1,1,1,0,232.698,758.499,2769.883,1759.033
2836,-17.778,-17.778,0,23.476,84.694,40.893,252.6,7.241,0,9990000,0,1410,1409.437,1416.468,57.718,6.934,17.932,37.876,0,0,19.782,1.319,1,0,0,1,0,1,1,0,0,300,294.139,7.346,0,1,1,1,0,1,0,0,1,1,1,1,0,232.932,758.693,2770.883,1760.033
2837,-17.778,-17.778,0,23.491,84.624,41.8,252.6,6.931,0,9990000,0,1410,1410.809,1416.271,57.342,6.931,17.902,37.956,0,0,19.709,1.213,1,0,0,1,0,1,1,0,0,300,294.213,7.398,0,1,1,1,0,1,0,0,1,1,1,1,0,232.945,758.617,2771.883,1761.033
2838,-17.778,-17.778,0,23.46,84.602,41.8,252.6,6.92,0,9990000,0,1410,1410.552,1417.108,57.341,6.92,17.913,37.808,0,0,19.728,1.164,1,0,0,1,0,1,1,0,0,300,294.287,7.387,0,1,1,1,0,1,0,0,1,1,1,1,0,232.828,758.378,2772.883,1762.033
2839,-17.778,-17.778,0,23.456,84.636,41.8,252.6,6.932,0,9990000,0,1410,1409.85,1417.123,57.573,6.932,17.933,37.835,0,0,19.783,1.29,1,0,0,1,0,1,1,0,0,300,294.208,7.41,0,1,1,1,0,1,0,0,1,1,1,1,0,232.681,758.57,2773.883,1763.033
2840,-17.778,-17.778,0,23.409,84.634,41.8,252.6,6.941,0,9990000,0,1410,1410.497,1416.581,57.346,6.941,17.901,38.048,0,0,19.696,1.273,1,0,0,1,0,1,1,0,0,300,294.211,7.398,0,1,1,1,0,1,0,0,1,1,1,1,0,232.652,758.663,2774.883,1764.033
2841,-17.778,-17.778,0,23.575,84.613,41.8,252.6,6.932,0,9990000,0,1410,1410.155,1416.247,57.415,6.932,17.904,37.902,0,0,19.706,1.179,1,0,0,1,0,1,1,0,0,300,294.2,7.419,0,1,1,1,0,1,0,0,1,1,1,1,0,233,758.582,2775.883,1765.033
2842,-17.778,-17.778,0,23.386,84.679,41.8,252.6,6.945,0,9990000,0,1410,1409.637,1416.064,57.618,6.945,17.906,38.064,0,0,19.723,1.337,1,0,0,1,0,1,1,0,0,300,294.05,7.357,0,1,1,1,0,1,0,0,1,1,1,1,0,232.778,758.939,2776.883,1766.033
2843,-17.778,-17.778,0,23.39,84.688,41.8,252.6,6.946,0,9990000,0,1410,1409.895,1416.151,57.576,6.946,17.904,38.088,0,0,19.712,1.328,1,0,0,1,0,1,1,0,0,300,294.075,7.401,0,1,1,1,0,1,0,0,1,1,1,1,0,232.692,758.831,2777.883,1767.033
2844,-17.778,-17.778,0,23.524,84.643,41.8,252.6,6.939,0,9990000,0,1410,1410.166,1416.029,57.52,6.939,17.899,38.049,0,0,19.696,1.28,1,0,0,1,0,1,1,0,0,300,294.003,7.413,0,1,1,1,0,1,0,0,1,1,1,1,0,232.493,758.464,2778.883,1768.033
2845,-17.778,-17.778,0,23.343,84.647,41.8,252.6,6.913,0,9990000,0,1410,1409.699,1416.913,57.694,6.913,17.935,37.869,0,0,19.781,1.313,1,0,0,1,0,1,1,0,0,300,293.904,7.331,0,1,1,1,0,1,0,0,1,1,1,1,0,232.868,758.663,2779.883,1769.033
2846,-17.778,-17.778,0,23.388,84.708,41.8,252.6,6.934,0,9990000,0,1410,1409.618,1416.167,57.656,6.934,17.917,38.017,0,0,19.748,1.344,1,0,0,1,0,1,1,0,0,300,293.891,7.421,0,1,1,1,0,1,0,0,1,1,1,1,0,234.108,758.86,2780.883,1770.033
2847,-17.778,-17.778,0,23.502,84.65,41.8,252.6,6.925,0,9990000,0,1410,1410.429,1416.157,57.431,6.925,17.898,38.004,0,0,19.694,1.244,1,0,0,1,0,1,1,0,0,300,293.84,7.348,0,1,1,1,0,1,0,0,1,1,1,1,0,232.576,758.496,2781.883,1771.033
2848,-17.778,-17.778,0,23.482,84.647,41.8,252.6,6.948,0,9990000,0,1410,1410.371,1416.101,57.47,6.948,17.906,37.884,0,0,19.709,1.172,1,0,0,1,0,1,1,0,0,300,293.844,7.409,0,1,1,1,0,1,0,0,1,1,1,1,0,232.686,758.296,2782.883,1772.033
2849,-17.778,-17.778,0,23.387,84.728,41.8,252.6,6.922,0,9990000,0,1410,1409.5,1416.121,57.758,6.922,17.913,38.019,0,0,19.725,1.347,1,0,0,1,0,1,1,0,0,300,293.811,7.359,0,1,1,1,0,1,0,0,1,1,1,1,0,232.884,758.765,2783.883,1773.033
2850,-17.778,-17.778,0,23.442,84.75,41.8,252.6,6.943,0,9990000,0,1410,1409.972,1416.817,57.514,6.943,17.923,37.797,0,0,19.745,1.18,1,0,0,1,0,1,1,0,0,300,293.951,7.367,0,1,1,1,0,1,0,0,1,1,1,1,0,232.849,758.495,2784.883,1774.033
2851,-17.778,-17.778,0,23.471,84.76,41.8,252.6,6.927,0,9990000,0,1410,1410.366,1416.879,57.397,6.927,17.903,37.94,0,0,19.706,1.194,1,0,0,1,0,1,1,0,0,300,294.046,7.368,0,1,1,1,0,1,0,0,1,1,1,1,0,232.706,758.518,2785.883,1775.033
2852,-17.778,-17.778,0,23.429,84.824,41.8,252.6,6.928,0,9990000,0,1410,1410.241,1416.965,57.468,6.928,17.899,37.993,0,0,19.688,1.238,1,0,0,1,0,1,1,0,0,300,294.054,7.381,0,1,1,1,0,1,0,0,1,1,1,1,0,232.48,758.447,2786.883,1776.033
2853,-17.778,-17.778,0,23.384,84.802,41.8,252.6,6.914,0,9990000,0,1410,1410.454,1417.085,57.351,6.914,17.924,37.801,0,0,19.76,1.186,1,0,0,1,0,1,1,0,0,300,294.145,7.392,0,1,1,1,0,1,0,0,1,1,1,1,0,233.116,758.356,2787.883,1777.033
2854,-17.778,-17.778,0,23.37,84.705,41.8,252.6,6.921,0,9990000,0,1410,1409.694,1417.255,57.633,6.921,17.931,37.796,0,0,19.781,1.25,1,0,0,1,0,1,1,0,0,300,294.105,7.373,0,1,1,1,0,1,0,0,1,1,1,1,0,233.004,758.559,2788.883,1778.033
2855,-17.778,-17.778,0,23.292,84.751,41.8,252.6,6.935,0,9990000,0,1410,1409.638,1417.082,57.651,6.935,17.933,37.821,0,0,19.778,1.282,1,0,0,1,0,1,1,0,0,300,294.017,7.382,0,1,1,1,0,1,0,0,1,1,1,1,0,232.849,758.353,2789.883,1779.033
2856,-17.778,-17.778,0,23.516,84.711,41.8,252.6,6.943,0,9990000,0,1410,1410.357,1416.644,57.424,6.943,17.899,37.997,0,0,19.697,1.23,1,0,0,1,0,1,1,0,0,300,293.969,7.384,0,1,1,1,0,1,0,0,1,1,1,1,0,232.38,758.359,2790.883,1780.033
2857,-17.778,-17.778,0,23.404,84.714,41.8,252.6,6.938,0,9990000,0,1410,1410.431,1416.834,57.44,6.938,17.913,37.801,0,0,19.726,1.164,1,0,0,1,0,1,1,0,0,300,293.976,7.391,0,1,1,1,0,1,0,0,1,1,1,1,0,232.915,758.293,2791.883,1781.033
2858,-17.778,-17.778,0,23.328,84.729,41.8,252.6,6.893,0,9990000,0,1410,1409.931,1417.065,57.494,6.893,17.935,37.817,0,0,19.787,1.283,1,0,0,1,0,1,1,0,0,300,294.091,7.449,0,1,1,1,0,1,0,0,1,1,1,1,0,232.623,758.685,2792.883,1782.033
2859,-17.778,-17.778,0,23.353,84.738,41.8,252.6,6.924,0,9990000,0,1410,1409.565,1416.99,57.611,6.924,17.935,37.856,0,0,19.777,1.311,1,0,0,1,0,1,1,0,0,300,293.983,7.365,0,1,1,1,0,1,0,0,1,1,1,1,0,233.034,758.471,2793.883,1783.033
2860,-17.778,-17.778,0,23.395,84.765,41.8,252.6,6.918,0,9990000,0,1410,1410.02,1416.645,57.48,6.918,17.92,38.002,0,0,19.743,1.344,1,0,0,1,0,1,1,0,0,300,293.975,7.396,0,1,1,1,0,1,0,0,1,1,1,1,0,232.927,758.826,2794.883,1784.033
2861,-17.778,-17.778,0,23.381,84.796,41.8,252.6,6.915,0,9990000,0,1410,1409.896,1416.497,57.544,6.915,17.909,38.057,0,0,19.724,1.345,1,0,0,1,0,1,1,0,0,300,293.896,7.372,0,1,1,1,0,1,0,0,1,1,1,1,0,232.608,759.008,2795.9,1785.05
2862,-17.778,-17.778,0,23.473,84.75,41.8,252.6,6.92,0,9990000,0,1410,1409.89,1416.877,57.53,6.92,17.93,37.895,0,0,19.785,1.325,1,0,0,1,0,1,1,0,0,300,293.863,7.389,0,1,1,1,0,1,0,0,1,1,1,1,0,232.454,758.87,2796.9,1786.05
2863,-17.778,-17.778,0,23.414,84.678,41.8,252.6,6.923,0,9990000,0,1410,1410.043,1416.904,57.436,6.923,17.916,37.806,0,0,19.74,1.167,1,0,0,1,0,1,1,0,0,300,293.816,7.375,0,1,1,1,0,1,0,0,1,1,1,1,0,232.496,758.436,2797.9,1787.05
2864,-17.778,-17.778,0,23.477,84.813,41.8,252.6,6.936,0,9990000,0,1410,1410.37,1416.334,57.338,6.936,17.901,37.975,0,0,19.695,1.24,1,0,0,1,0,1,1,0,0,300,293.965,7.407,0,1,1,1,0,1,0,0,1,1,1,1,0,232.403,758.633,2798.917,1788.067
2865,-17.778,-17.778,0,23.387,84.712,41.8,252.6,6.926,0,9990000,0,1410,1410.034,1416.65,57.493,6.926,17.911,37.823,0,0,19.726,1.161,1,0,0,1,0,1,1,0,0,300,294.009,7.398,0,1,1,1,0,1,0,0,1,1,1,1,0,232.732,758.393,2799.917,1789.067
2866,-17.778,-17.778,0,23.505,84.712,41.8,252.6,6.929,0,9990000,0,1410,1410.524,1416.751,57.349,6.929,17.901,37.983,0,0,19.694,1.214,1,0,0,1,0,1,1,0,0,300,293.979,7.39,0,1,1,1,0,1,0,0,1,1,1,1,0,232.824,758.472,2800.917,1790.067
2867,-17.778,-17.778,0,23.361,84.73,41.8,252.6,6.95,0,9990000,0,1410,1410.014,1416.462,57.406,6.95,17.898,38.088,0,0,19.704,1.3,1,0,0,1,0,1,1,0,0,300,293.948,7.379,0,1,1,1,0,1,0,0,1,1,1,1,0,232.741,758.849,2801.917,1791.067
2868,-17.778,-17.778,0,23.424,84.72,41.8,252.6,6.919,0,9990000,0,1410,1409.823,1416.915,57.479,6.919,17.926,37.8,0,0,19.764,1.212,1,0,0,1,0,1,1,0,0,300,293.9,7.356,0,1,1,1,0,1,0,0,1,1,1,1,0,232.431,758.462,2802.917,1792.067
2869,-17.778,-17.778,0,23.395,84.684,41.8,252.6,6.925,0,9990000,0,1410,1410.284,1416.935,57.403,6.925,17.923,37.794,0,0,19.749,1.189,1,0,0,1,0,1,1,0,0,300,293.915,7.365,0,1,1,1,0,1,0,0,1,1,1,1,0,232.711,758.632,2803.917,1793.067
2870,-17.778,-17.778,0,23.332,84.71,41.8,252.6,6.939,0,9990000,0,1410,1410.27,1416.633,57.388,6.939,17.901,37.988,0,0,19.701,1.226,1,0,0,1,0,1,1,0,0,300,293.897,7.37,0,1,1,1,0,1,0,0,1,1,1,1,0,232.914,758.651,2804.917,1794.067
2871,-17.778,-17.778,0,23.442,84.87,41.8,252.6,6.938,0,9990000,0,1410,1409.642,1416.43,57.578,6.938,17.917,38.013,0,0,19.743,1.344,1,0,0,1,0,1,1,0,0,300,294.076,7.364,0,1,1,1,0,1,0,0,1,1,1,1,0,233.085,758.775,2805.917,1795.067
2872,-17.778,-17.778,0,23.379,84.759,41.8,252.6,6.928,0,9990000,0,1410,1409.606,1416.746,57.592,6.928,17.933,37.888,0,0,19.778,1.323,1,0,0,1,0,1,1,0,0,300,294.123,7.389,0,1,1,1,0,1,0,0,1,1,1,1,0,232.981,758.79,2806.917,1796.067
2873,-17.778,-17.778,0,23.258,84.744,40.945,252.6,7.188,0,9990000,0,1410,1409.847,1416.642,57.559,6.912,17.929,37.786,0,0,19.77,1.207,1,0,0,1,0,1,1,0,0,300,294.097,7.343,0,1,1,1,0,1,0,0,1,1,1,1,0,232.71,758.591,2807.917,1797.067
