Robert,Radloff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct 11 2021,2:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time(min),Line TC Setpoint(C),Line TC(C),Line Heater(%),Vaporizer TC(C),Vaporizer HeaterTC(C),Vaporizer Heater(%),Vaporizer Scale(lb),Vaporization(lb/h),Powder Feed Setpoint(g/h),Powder Scale(g),Powder Rate(g/h),Chamber TC Setpoint(C),Chamber TC1(C),Chamber TC2(C),Chamber Heater(%),MFC#0,MFC#1,MFC#2,MFC#3,ArMFC#1,ArMFC#2,ArMFC#3,XFMR Status,Vaccum Pump Outlet TC(C),Vaccum Pump Intlet TC(C),Inlet Valve Open,Inlet Valve Closed,Outlet Valve Open,Outlet Valve Closed,MKS Press/Pos,MKS Set Point,MKS Pressure(Torr),MKS Position(degrees),Injector TC(C),HG-412,HG-414,HG-416,PG-412,PG-414,PG-416,HG-418,MTS-414,HG-419,MH-481,MTS-420,Vibrator,Vibrator2,Bell Jar Press(Torr),Exhaust Press(Torr),Run-Time(min),Sub Run-Time(min)
4682,-17.778,-17.778,0,23.414,86.899,41.8,252.6,6.939,0,9990000,0,1410,1410.594,1418.218,56.743,6.939,17.9,38.036,0,0,19.693,1.265,1,0,0,1,0,1,1,0,0,300,293.919,7.583,0,1,1,1,0,1,0,0,1,1,1,1,0,233.13,757.127,4617.55,3606.7
4683,-17.778,-17.778,0,23.421,86.949,41.8,252.6,6.956,0,9990000,0,1410,1409.86,1418.512,56.968,6.956,17.9,38.076,0,0,19.698,1.285,1,0,0,1,0,1,1,0,0,300,293.834,7.552,0,1,1,1,0,1,0,0,1,1,1,1,0,233.166,757.253,4618.55,3607.7
4684,-17.778,-17.778,0,23.414,86.874,41.8,252.6,6.93,0,9990000,0,1410,1410.52,1418.45,56.754,6.93,17.908,37.825,0,0,19.719,1.16,1,0,0,1,0,1,1,0,0,300,293.947,7.601,0,1,1,1,0,1,0,0,1,1,1,1,0,232.848,756.745,4619.567,3608.717
4685,-17.778,-17.778,0,23.422,86.842,41.8,252.6,6.905,0,9990000,0,1410,1410.03,1417.851,56.837,6.905,17.919,38.015,0,0,19.741,1.343,1,0,0,1,0,1,1,0,0,300,293.969,7.532,0,1,1,1,0,1,0,0,1,1,1,1,0,232.807,757.43,4620.583,3609.733
4686,-17.778,-17.778,0,23.444,86.75,41.347,252.6,7.066,0,9990000,0,1410,1410.142,1417.995,56.84,6.932,17.898,38.005,0,0,19.688,1.242,1,0,0,1,0,1,1,0,0,300,294.029,7.585,0,1,1,1,0,1,0,0,1,1,1,1,0,233.104,757.264,4621.583,3610.733
4687,-17.778,-17.778,0,23.408,86.731,41.31,252.6,7.068,0,9990000,0,1410,1410.066,1417.949,56.885,6.925,17.916,38.025,0,0,19.746,1.349,1,0,0,1,0,1,1,0,0,300,293.985,7.587,0,1,1,1,0,1,0,0,1,1,1,1,0,233.162,757.11,4622.583,3611.733
4688,-17.778,-17.778,0,23.315,86.745,41.723,252.6,6.947,0,9990000,0,1410,1410.04,1418.445,56.819,6.941,17.912,38.06,0,0,19.723,1.347,1,0,0,1,0,1,1,0,0,300,293.962,7.575,0,1,1,1,0,1,0,0,1,1,1,1,0,233.115,757.337,4623.6,3612.75
4689,-17.778,-17.778,0,23.288,86.698,42.69,252.6,6.643,0,9990000,0,1410,1409.736,1419.016,56.847,6.945,17.931,37.86,0,0,19.791,1.307,1,0,0,1,0,1,1,0,0,300,293.904,7.541,0,1,1,1,0,1,0,0,1,1,1,1,0,233.184,757.063,4624.6,3613.75
4690,-17.778,-17.778,0,23.291,86.812,41.8,252.6,6.931,0,9990000,0,1410,1409.775,1418.451,56.755,6.931,17.932,37.818,0,0,19.78,1.284,1,0,0,1,0,1,1,0,0,300,294.027,7.575,0,1,1,1,0,1,0,0,1,1,1,1,0,232.85,757.156,4625.617,3614.767
4691,-17.778,-17.778,0,23.379,86.748,41.8,252.6,6.938,0,9990000,0,1410,1409.928,1418.547,56.689,6.938,17.919,37.97,0,0,19.759,1.341,1,0,0,1,0,1,1,0,0,300,293.957,7.552,0,1,1,1,0,1,0,0,1,1,1,1,0,232.964,757.247,4626.617,3615.767
4692,-17.778,-17.778,0,23.358,86.738,41.8,252.6,6.93,0,9990000,0,1410,1409.672,1418.2,56.817,6.93,17.929,37.904,0,0,19.783,1.328,1,0,0,1,0,1,1,0,0,300,294.033,7.583,0,1,1,1,0,1,0,0,1,1,1,1,0,233.204,757.319,4627.617,3616.767
4693,-17.778,-17.778,0,23.382,86.637,41.8,252.6,6.935,0,9990000,0,1410,1409.766,1418.388,56.859,6.935,17.926,37.807,0,0,19.755,1.209,1,0,0,1,0,1,1,0,0,300,294.05,7.545,0,1,1,1,0,1,0,0,1,1,1,1,0,233.391,757.031,4628.633,3617.783
4694,-17.778,-17.778,0,23.496,86.617,41.8,252.6,6.898,0,9990000,0,1410,1409.932,1418.159,56.877,6.898,17.915,37.786,0,0,19.745,1.171,1,0,0,1,0,1,1,0,0,300,293.982,7.543,0,1,1,1,0,1,0,0,1,1,1,1,0,232.609,756.817,4629.65,3618.8
4695,-17.778,-17.778,0,23.444,86.634,41.8,252.6,6.935,0,9990000,0,1410,1410.247,1417.729,56.843,6.935,17.899,38.01,0,0,19.696,1.248,1,0,0,1,0,1,1,0,0,300,293.916,7.533,0,1,1,1,0,1,0,0,1,1,1,1,0,232.807,757.044,4630.65,3619.8
4696,-17.778,-17.778,0,23.429,86.674,40.152,252.6,7.467,0,9990000,0,1410,1410.529,1417.427,56.714,6.934,17.9,38.043,0,0,19.702,1.27,1,0,0,1,0,1,1,0,0,300,293.962,7.583,0,1,1,1,0,1,0,0,1,1,1,1,0,232.705,757.176,4631.65,3620.8
4697,-17.778,-17.778,0,23.5,86.586,41.929,252.6,6.856,0,9990000,0,1410,1410.963,1417.849,56.499,6.937,17.899,37.987,0,0,19.697,1.236,1,0,0,1,0,1,1,0,0,300,293.999,7.571,0,1,1,1,0,1,0,0,1,1,1,1,0,233.185,757.1,4632.65,3621.8
4698,-17.778,-17.778,0,23.328,86.531,41.838,252.6,6.893,0,9990000,0,1410,1409.522,1418.025,56.965,6.924,17.93,37.804,0,0,19.769,1.229,1,0,0,1,0,1,1,0,0,300,293.958,7.572,0,1,1,1,0,1,0,0,1,1,1,1,0,232.786,757.11,4633.667,3622.817
4699,-17.778,-17.778,0,23.549,86.421,40.847,252.6,7.227,0,9990000,0,1410,1410.189,1417.724,56.837,6.93,17.906,37.874,0,0,19.708,1.166,1,0,0,1,0,1,1,0,0,300,294.18,7.594,0,1,1,1,0,1,0,0,1,1,1,1,0,233.069,756.947,4634.667,3623.817
4700,-17.778,-17.778,0,23.502,86.493,42.728,252.6,6.597,0,9990000,0,1410,1410.44,1417.424,56.717,6.925,17.902,38.087,0,0,19.701,1.302,1,0,0,1,0,1,1,0,0,300,294.032,7.564,0,1,1,1,0,1,0,0,1,1,1,1,0,233.05,757.309,4635.683,3624.833
4701,-17.778,-17.778,0,23.437,86.414,41.55,252.6,6.962,0,9990000,0,1410,1410.438,1418.083,56.686,6.921,17.923,37.804,0,0,19.743,1.181,1,0,0,1,0,1,1,0,0,300,294.209,7.606,0,1,1,1,0,1,0,0,1,1,1,1,0,233.034,757.115,4636.683,3625.833
